76038 silly lifecycle private@0.1.6~preinstall: no script for preinstall, continuing
79573 verbose linkMans esprima@2.2.0
79574 silly gentlyRm /Users/apple/Documents/project/web/node_modules/grunt-svgmin/node_modules/.bin/esvalidate is being purged
79575 silly gentlyRm /Users/apple/Documents/project/web/node_modules/grunt-svgmin/node_modules/.bin/esparse is being purged
79576 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/grunt-svgmin/node_modules/.bin/esvalidate
79577 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/grunt-svgmin/node_modules/.bin/esparse
79578 silly build lodash@3.10.1
79579 info linkStuff lodash@3.10.1
79580 silly linkStuff lodash@3.10.1 has /Users/apple/Documents/project/web/node_modules/grunt-svgmin/node_modules as its parent node_modules
79581 verbose linkBins lodash@3.10.1
79582 verbose linkMans lodash@3.10.1
79583 silly build lodash@3.10.1
79584 info linkStuff lodash@3.10.1
79585 silly linkStuff lodash@3.10.1 has /Users/apple/Documents/project/web/node_modules/grunt-usemin/node_modules as its parent node_modules
79586 verbose linkBins lodash@3.10.1
79587 verbose linkMans lodash@3.10.1
79588 silly build gulp-rename@1.2.2
79589 info linkStuff gulp-rename@1.2.2
79590 silly linkStuff gulp-rename@1.2.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79591 verbose linkBins gulp-rename@1.2.2
79592 verbose linkMans gulp-rename@1.2.2
79593 silly build graceful-fs@4.1.2
79594 info linkStuff graceful-fs@4.1.2
79595 silly linkStuff graceful-fs@4.1.2 has /Users/apple/Documents/project/web/node_modules/gulp-sourcemaps/node_modules as its parent node_modules
79596 verbose linkBins graceful-fs@4.1.2
79597 verbose linkMans graceful-fs@4.1.2
79598 silly build async@1.5.0
79599 info linkStuff async@1.5.0
79600 silly linkStuff async@1.5.0 has /Users/apple/Documents/project/web/node_modules/handlebars/node_modules as its parent node_modules
79601 verbose linkBins async@1.5.0
79602 verbose linkMans async@1.5.0
79603 silly build source-map@0.4.4
79604 info linkStuff source-map@0.4.4
79605 silly linkStuff source-map@0.4.4 has /Users/apple/Documents/project/web/node_modules/handlebars/node_modules as its parent node_modules
79606 verbose linkBins source-map@0.4.4
79607 verbose linkMans source-map@0.4.4
79608 silly build async@0.2.10
79609 info linkStuff async@0.2.10
79610 silly linkStuff async@0.2.10 has /Users/apple/Documents/project/web/node_modules/handlebars/node_modules/uglify-js/node_modules as its parent node_modules
79611 verbose linkBins async@0.2.10
79612 verbose linkMans async@0.2.10
79613 silly build source-map@0.5.3
79614 info linkStuff source-map@0.5.3
79615 silly linkStuff source-map@0.5.3 has /Users/apple/Documents/project/web/node_modules/handlebars/node_modules/uglify-js/node_modules as its parent node_modules
79616 verbose linkBins source-map@0.5.3
79617 verbose linkMans source-map@0.5.3
79618 silly build window-size@0.1.0
79619 info linkStuff window-size@0.1.0
79620 silly linkStuff window-size@0.1.0 has /Users/apple/Documents/project/web/node_modules/handlebars/node_modules as its parent node_modules
79621 verbose linkBins window-size@0.1.0
79622 verbose linkMans window-size@0.1.0
79623 silly build has-ansi@2.0.0
79624 info linkStuff has-ansi@2.0.0
79625 silly linkStuff has-ansi@2.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79626 verbose linkBins has-ansi@2.0.0
79627 verbose linkMans has-ansi@2.0.0
79628 silly build has-cors@1.0.3
79629 info linkStuff has-cors@1.0.3
79630 silly linkStuff has-cors@1.0.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79631 verbose linkBins has-cors@1.0.3
79632 verbose linkMans has-cors@1.0.3
79633 silly build has-flag@1.0.0
79634 info linkStuff has-flag@1.0.0
79635 silly linkStuff has-flag@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79636 verbose linkBins has-flag@1.0.0
79637 verbose linkMans has-flag@1.0.0
79638 silly build hoek@2.16.3
79639 info linkStuff hoek@2.16.3
79640 silly linkStuff hoek@2.16.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79641 verbose linkBins hoek@2.16.3
79642 verbose linkMans hoek@2.16.3
79643 silly build boom@2.10.1
79644 info linkStuff boom@2.10.1
79645 silly linkStuff boom@2.10.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79646 verbose linkBins boom@2.10.1
79647 verbose linkMans boom@2.10.1
79648 silly build cryptiles@2.0.5
79649 info linkStuff cryptiles@2.0.5
79650 silly linkStuff cryptiles@2.0.5 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79651 verbose linkBins cryptiles@2.0.5
79652 verbose linkMans cryptiles@2.0.5
79653 silly build hooker@0.2.3
79654 info linkStuff hooker@0.2.3
79655 silly linkStuff hooker@0.2.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79656 verbose linkBins hooker@0.2.3
79657 verbose linkMans hooker@0.2.3
79658 silly build grunt-legacy-log@0.1.2
79659 info linkStuff grunt-legacy-log@0.1.2
79660 silly linkStuff grunt-legacy-log@0.1.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79661 verbose linkBins grunt-legacy-log@0.1.2
79662 verbose linkMans grunt-legacy-log@0.1.2
79663 silly build hosted-git-info@2.1.4
79664 info linkStuff hosted-git-info@2.1.4
79665 silly linkStuff hosted-git-info@2.1.4 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79666 verbose linkBins hosted-git-info@2.1.4
79667 verbose linkMans hosted-git-info@2.1.4
79668 silly build commander@2.6.0
79669 info linkStuff commander@2.6.0
79670 silly linkStuff commander@2.6.0 has /Users/apple/Documents/project/web/node_modules/html-minifier/node_modules as its parent node_modules
79671 verbose linkBins commander@2.6.0
79672 verbose linkMans commander@2.6.0
79673 silly build source-map@0.1.43
79674 info linkStuff source-map@0.1.43
79675 silly linkStuff source-map@0.1.43 has /Users/apple/Documents/project/web/node_modules/html-minifier/node_modules as its parent node_modules
79676 verbose linkBins source-map@0.1.43
79677 verbose linkMans source-map@0.1.43
79678 silly build clean-css@3.1.9
79679 info linkStuff clean-css@3.1.9
79680 silly linkStuff clean-css@3.1.9 has /Users/apple/Documents/project/web/node_modules/html-minifier/node_modules as its parent node_modules
79681 verbose linkBins clean-css@3.1.9
79682 verbose link bins [ { cleancss: './bin/cleancss' },
79682 verbose link bins   '/Users/apple/Documents/project/web/node_modules/html-minifier/node_modules/.bin',
79682 verbose link bins   false ]
79683 verbose linkMans clean-css@3.1.9
79684 silly gentlyRm /Users/apple/Documents/project/web/node_modules/html-minifier/node_modules/.bin/cleancss is being purged
79685 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/html-minifier/node_modules/.bin/cleancss
79686 silly build http-signature@0.11.0
79687 info linkStuff http-signature@0.11.0
79688 silly linkStuff http-signature@0.11.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79689 verbose linkBins http-signature@0.11.0
79690 verbose linkMans http-signature@0.11.0
79691 silly build iconv-lite@0.2.11
79692 info linkStuff iconv-lite@0.2.11
79693 silly linkStuff iconv-lite@0.2.11 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79694 verbose linkBins iconv-lite@0.2.11
79695 verbose linkMans iconv-lite@0.2.11
79696 silly build immutable@3.7.6
79697 info linkStuff immutable@3.7.6
79698 silly linkStuff immutable@3.7.6 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79699 verbose linkBins immutable@3.7.6
79700 verbose linkMans immutable@3.7.6
79701 silly build indexof@0.0.1
79702 info linkStuff indexof@0.0.1
79703 silly linkStuff indexof@0.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79704 verbose linkBins indexof@0.0.1
79705 verbose linkMans indexof@0.0.1
79706 silly build inherit@2.2.2
79707 info linkStuff inherit@2.2.2
79708 silly linkStuff inherit@2.2.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79709 verbose linkBins inherit@2.2.2
79710 verbose linkMans inherit@2.2.2
79711 silly build inherits@2.0.1
79712 info linkStuff inherits@2.0.1
79713 silly linkStuff inherits@2.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79714 verbose linkBins inherits@2.0.1
79715 verbose linkMans inherits@2.0.1
79716 silly build create-error-class@2.0.1
79717 info linkStuff create-error-class@2.0.1
79718 silly linkStuff create-error-class@2.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79719 verbose linkBins create-error-class@2.0.1
79720 verbose linkMans create-error-class@2.0.1
79721 silly build ini@1.3.4
79722 info linkStuff ini@1.3.4
79723 silly linkStuff ini@1.3.4 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79724 verbose linkBins ini@1.3.4
79725 verbose linkMans ini@1.3.4
79726 silly build lodash@3.10.1
79727 info linkStuff lodash@3.10.1
79728 silly linkStuff lodash@3.10.1 has /Users/apple/Documents/project/web/node_modules/inquirer/node_modules as its parent node_modules
79729 verbose linkBins lodash@3.10.1
79730 verbose linkMans lodash@3.10.1
79731 silly build invert-kv@1.0.0
79732 info linkStuff invert-kv@1.0.0
79733 silly linkStuff invert-kv@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79734 verbose linkBins invert-kv@1.0.0
79735 verbose linkMans invert-kv@1.0.0
79736 silly build ip-regex@1.0.3
79737 info linkStuff ip-regex@1.0.3
79738 silly linkStuff ip-regex@1.0.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79739 verbose linkBins ip-regex@1.0.3
79740 verbose linkMans ip-regex@1.0.3
79741 silly build is-arrayish@0.2.1
79742 info linkStuff is-arrayish@0.2.1
79743 silly linkStuff is-arrayish@0.2.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79744 verbose linkBins is-arrayish@0.2.1
79745 verbose linkMans is-arrayish@0.2.1
79746 silly build error-ex@1.3.0
79747 info linkStuff error-ex@1.3.0
79748 silly linkStuff error-ex@1.3.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79749 verbose linkBins error-ex@1.3.0
79750 verbose linkMans error-ex@1.3.0
79751 silly build is-binary-path@1.0.1
79752 info linkStuff is-binary-path@1.0.1
79753 silly linkStuff is-binary-path@1.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79754 verbose linkBins is-binary-path@1.0.1
79755 verbose linkMans is-binary-path@1.0.1
79756 silly build is-buffer@1.1.0
79757 info linkStuff is-buffer@1.1.0
79758 silly linkStuff is-buffer@1.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79759 verbose linkBins is-buffer@1.1.0
79760 verbose linkMans is-buffer@1.1.0
79761 silly build is-builtin-module@1.0.0
79762 info linkStuff is-builtin-module@1.0.0
79763 silly linkStuff is-builtin-module@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79764 verbose linkBins is-builtin-module@1.0.0
79765 verbose linkMans is-builtin-module@1.0.0
79766 silly build is-bzip2@1.0.0
79767 info linkStuff is-bzip2@1.0.0
79768 silly linkStuff is-bzip2@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79769 verbose linkBins is-bzip2@1.0.0
79770 verbose linkMans is-bzip2@1.0.0
79771 silly build is-dotfile@1.0.2
79772 info linkStuff is-dotfile@1.0.2
79773 silly linkStuff is-dotfile@1.0.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79774 verbose linkBins is-dotfile@1.0.2
79775 verbose linkMans is-dotfile@1.0.2
79776 silly build is-extendable@0.1.1
79777 info linkStuff is-extendable@0.1.1
79778 silly linkStuff is-extendable@0.1.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79779 verbose linkBins is-extendable@0.1.1
79780 verbose linkMans is-extendable@0.1.1
79781 silly build extend-shallow@2.0.1
79782 info linkStuff extend-shallow@2.0.1
79783 silly linkStuff extend-shallow@2.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79784 verbose linkBins extend-shallow@2.0.1
79785 verbose linkMans extend-shallow@2.0.1
79786 silly build is-extglob@1.0.0
79787 info linkStuff is-extglob@1.0.0
79788 silly linkStuff is-extglob@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79789 verbose linkBins is-extglob@1.0.0
79790 verbose linkMans is-extglob@1.0.0
79791 silly build is-gif@1.0.0
79792 info linkStuff is-gif@1.0.0
79793 silly linkStuff is-gif@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79794 verbose linkBins is-gif@1.0.0
79795 verbose linkMans is-gif@1.0.0
79796 silly build is-glob@2.0.1
79797 info linkStuff is-glob@2.0.1
79798 silly linkStuff is-glob@2.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79799 verbose linkBins is-glob@2.0.1
79800 verbose linkMans is-glob@2.0.1
79801 silly build glob-parent@2.0.0
79802 info linkStuff glob-parent@2.0.0
79803 silly linkStuff glob-parent@2.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79804 verbose linkBins glob-parent@2.0.0
79805 verbose linkMans glob-parent@2.0.0
79806 silly build glob-base@0.3.0
79807 info linkStuff glob-base@0.3.0
79808 silly linkStuff glob-base@0.3.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79809 verbose linkBins glob-base@0.3.0
79810 verbose linkMans glob-base@0.3.0
79811 silly build is-gzip@1.0.0
79812 info linkStuff is-gzip@1.0.0
79813 silly linkStuff is-gzip@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79814 verbose linkBins is-gzip@1.0.0
79815 verbose linkMans is-gzip@1.0.0
79816 silly build is-jpg@1.0.0
79817 info linkStuff is-jpg@1.0.0
79818 silly linkStuff is-jpg@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79819 verbose linkBins is-jpg@1.0.0
79820 verbose linkMans is-jpg@1.0.0
79821 silly build is-natural-number@2.0.0
79822 info linkStuff is-natural-number@2.0.0
79823 silly linkStuff is-natural-number@2.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79824 verbose linkBins is-natural-number@2.0.0
79825 verbose linkMans is-natural-number@2.0.0
79826 silly build kind-of@3.0.2
79827 info linkStuff kind-of@3.0.2
79828 silly linkStuff kind-of@3.0.2 has /Users/apple/Documents/project/web/node_modules/is-number/node_modules as its parent node_modules
79829 verbose linkBins kind-of@3.0.2
79830 verbose linkMans kind-of@3.0.2
79831 silly build is-number@2.1.0
79832 info linkStuff is-number@2.1.0
79833 silly linkStuff is-number@2.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79834 verbose linkBins is-number@2.1.0
79835 verbose linkMans is-number@2.1.0
79836 silly build is-obj@1.0.0
79837 info linkStuff is-obj@1.0.0
79838 silly linkStuff is-obj@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79839 verbose linkBins is-obj@1.0.0
79840 verbose linkMans is-obj@1.0.0
79841 silly build is-path-cwd@1.0.0
79842 info linkStuff is-path-cwd@1.0.0
79843 silly linkStuff is-path-cwd@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
79844 verbose linkBins is-path-cwd@1.0.0
79845 verbose linkMans is-path-cwd@1.0.0
79846 silly build is-plain-obj@1.1.0
79847 info linkStuff is-plain-obj@1.1.0
79848 silly linkStuff is-plain-obj@1.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
